"YEAR","generation","consumption","prime_mover","fuel"
1996,2931,224,"IC","FO2"
1996,1971,303,"IC","FO2"
1996,1717,1143,"IC","NG"
1996,2646,1015,"IC","FO2"
1996,150,1908,"IC","NG"
1996,2187,150,"GT","FO2"
1996,3128,101,"GT","NG"
1996,2295,2687,"GT","FO2"
1996,1689,1472,"GT","NG"
1996,532,1683,"IC","FO2"
1996,1212,794,"IC","NG"
1996,2611,1261,"IC","FO2"
1996,3237,707,"IC","NG"
1996,2328,2450,"IC","FO2"
1996,3163,398,"IC","FO2"
1996,3309,2584,"IC","NG"
1996,3363,721,"IC","FO2"
1996,148,1,"IC","NG"
1996,460,1136,"IC","FO2"
1996,1754,2071,"IC","FO2"
1996,3471,368,"IC","FO2"
1996,1926,1074,"IC","NG"
1996,148,1,"HY","WAT"
1996,296,1107,"IC","FO2"
1996,167,837,"IC","FO2"
1996,1516,1470,"IC","NG"
1996,2512,640,"IC","FO2"
1996,2390,1661,"IC","NG"
1996,2631,2511,"IC","FO2"
1996,3445,1635,"IC","FO2"
1996,3467,41,"IC","NG"
1996,3483,1,"HY","WAT"
1996,456,1,"HY","WAT"
1996,3649,1,"HY","WAT"
1996,454,1,"HY","WAT"
1996,194,1,"HY","WAT"
1996,3013,1,"ST","UR"
1996,351,1,"HY","WAT"
1996,3189,1,"HY","WAT"
1996,148,1,"HY","WAT"
1996,1430,1,"HY","WAT"
1996,824,1,"HY","WAT"
1996,754,1,"HY","WAT"
1996,622,2532,"ST","BIT"
1996,3237,2402,"ST","NG"
1996,906,1558,"GT","FO2"
1996,2935,2452,"GT","NG"
1996,3724,921,"GT","FO2"
1996,602,1307,"GT","FO2"
1996,3309,543,"IC","FO2"
1996,148,1,"IC","NG"
1996,1911,2247,"IC","FO2"
1996,3537,736,"IC","FO2"
1996,177,275,"IC","NG"
1996,148,1,"ST","FO2"
1996,148,1,"ST","NG"
1996,2068,2197,"IC","FO2"
1996,560,461,"IC","NG"
1996,148,1,"ST","FO2"
1996,3253,1751,"ST","BIT"
1996,2464,1813,"ST","NG"
1996,2980,600,"IC","FO2"
1996,3309,244,"IC","NG"
1996,2404,4,"IC","FO2"
1996,3604,213,"IC","NG"
1996,428,316,"IC","FO2"
1996,148,1,"ST","FO6"
1996,148,1,"ST","NG"
1996,1923,1,"ST","UR"
1996,1050,674,"GT","FO2"
1996,1796,781,"ST","BIT"
1996,1813,1383,"ST","NG"
1996,2777,370,"GT","FO2"
1996,2398,2074,"GT","NG"
1996,3155,283,"ST","FO2"
1996,1965,802,"ST","BIT"
1996,107,81,"ST","FO2"
1996,148,1897,"ST","FO6"
1996,3153,2604,"ST","NG"
1996,3651,512,"ST","NG"
1996,424,788,"GT","NG"
1996,148,1,"ST","FO2"
1996,1419,1790,"ST","FO6"
1996,2137,1789,"ST","NG"
1996,148,1,"IC","FO2"
1996,148,1618,"GT","FO2"
1996,864,2060,"GT","NG"
1996,148,1,"ST","FO2"
1996,148,1,"ST","FO6"
1996,2601,1290,"ST","BIT"
1996,2169,1722,"ST","NG"
1996,369,1453,"GT","FO2"
1996,3203,242,"GT","NG"
1996,1521,1861,"ST","FO2"
1996,3497,2031,"ST","BIT"
1996,3432,1,"ST","UR"
1996,1922,2013,"ST","FO6"
1996,2335,1865,"ST","NG"
1996,1289,1831,"ST","FO6"
1996,1230,1081,"ST","NG"
1996,1801,2179,"ST","FO6"
1996,3668,286,"ST","NG"
1996,3290,1710,"GT","FO2"
1996,429,769,"GT","NG"
1996,148,1,"ST","FO2"
1996,148,1,"ST","FO6"
1996,1308,102,"ST","BIT"
1996,762,592,"ST","NG"
1996,90,1176,"GT","FO2"
1996,1028,1749,"GT","NG"
1996,148,1,"ST","FO2"
1996,148,1,"ST","FO6"
1996,3725,1900,"ST","BIT"
1996,662,524,"ST","NG"
1996,71,96,"GT","FO2"
1996,144,324,"GT","NG"
1996,964,1390,"ST","FO2"
1996,148,1,"ST","FO6"
1996,551,2531,"ST","BIT"
1996,2093,2472,"IC","FO2"
1996,2865,2419,"IC","NG"
1996,1745,1897,"IC","FO2"
1996,1911,1862,"IC","NG"
1996,2931,604,"IC","FO2"
1996,1625,1354,"IC","NG"
1996,2405,2344,"IC","FO2"
1996,2889,2120,"IC","NG"
1996,560,1114,"IC","FO2"
1996,3543,192,"IC","NG"
1996,3519,663,"IC","FO2"
1996,2676,1979,"IC","NG"
1996,2759,91,"IC","FO2"
1996,2423,1770,"IC","NG"
1996,148,1,"IC","FO2"
1996,264,197,"IC","NG"
1996,2115,2115,"IC","FO2"
1996,200,646,"IC","NG"
1996,148,1,"ST","FO6"
1996,148,1,"ST","NG"
1996,79,639,"IC","FO2"
1996,45,2462,"IC","FO2"
1996,2369,80,"IC","NG"
1996,2027,868,"IC","FO2"
1996,2417,1781,"IC","NG"
1996,148,1,"ST","FO6"
1996,546,1093,"ST","NG"
1996,2329,2144,"IC","FO2"
1996,1249,760,"IC","NG"
1996,2861,2358,"ST","NG"
1996,1286,1569,"IC","FO2"
1996,3163,2369,"IC","NG"
1996,2829,141,"IC","FO2"
1996,3122,2416,"IC","NG"
1996,148,1,"GT","FO2"
1996,3073,90,"GT","NG"
1996,2089,652,"IC","FO2"
1996,1756,1284,"IC","NG"
1996,2426,202,"IC","FO2"
1996,2881,2593,"IC","NG"
1996,506,1114,"IC","FO2"
1996,422,451,"IC","NG"
1996,1880,2325,"IC","FO2"
1996,3122,2625,"IC","NG"
1996,148,1,"IC","FO2"
1996,2134,2233,"IC","FO2"
1996,2551,1525,"IC","NG"
1996,2115,2279,"IC","FO2"
1996,248,231,"IC","NG"
1996,2035,182,"IC","FO2"
1996,2497,2600,"IC","NG"
1996,177,843,"IC","FO2"
1996,476,389,"IC","NG"
1996,1380,1819,"IC","FO2"
1996,1697,1204,"IC","NG"
1996,148,1,"ST","FO6"
1996,520,1655,"ST","NG"
1996,3162,505,"IC","FO2"
1996,1787,2361,"IC","FO2"
1996,1288,965,"IC","NG"
1996,148,1,"ST","FO2"
1996,2855,1277,"ST","BIT"
1996,577,881,"ST","NG"
1996,3601,847,"GT","FO2"
1996,177,1090,"GT","NG"
1996,2163,2477,"ST","FO2"
1996,1928,749,"ST","BIT"
1996,3406,118,"ST","NG"
1996,2482,2591,"ST","FO2"
1996,738,2641,"ST","BIT"
1996,1368,1659,"IC","FO2"
1996,2431,1761,"IC","NG"
1996,148,1,"ST","FO6"
1996,300,641,"ST","NG"
1996,1026,1532,"IC","FO2"
1996,869,727,"IC","NG"
1996,148,1,"GT","NG"
1996,3295,245,"IC","FO2"
1996,148,1,"IC","NG"
1996,2901,221,"ST","FO2"
1996,2597,2091,"ST","NG"
1996,1096,1838,"GT","FO2"
1996,2525,2310,"GT","NG"
1996,1972,2514,"IC","FO2"
1996,2421,1717,"IC","NG"
1996,1080,128,"IC","FO2"
1996,2166,1451,"IC","NG"
1996,2369,2655,"IC","FO2"
1996,1389,1166,"IC","NG"
1996,167,820,"IC","FO2"
1996,3149,1958,"IC","NG"
1996,700,1243,"IC","FO2"
1996,2187,1462,"IC","NG"
1996,1647,1837,"IC","FO2"
1996,959,860,"IC","NG"
1996,3431,480,"IC","FO2"
1996,2288,1735,"IC","NG"
1996,1293,1698,"IC","FO2"
1996,1503,1508,"IC","NG"
1996,2762,511,"IC","FO2"
1996,876,1054,"IC","NG"
1996,3689,688,"GT","NG"
1996,148,1,"ST","FO2"
1996,1995,1932,"ST","NG"
1996,148,1,"IC","FO2"
1996,561,1147,"IC","FO2"
1996,1512,1023,"IC","NG"
1996,2363,2536,"IC","FO2"
1996,2061,1639,"IC","NG"
1996,2727,2646,"IC","FO2"
1996,2154,2337,"IC","NG"
1996,148,1,"IC","FO2"
1996,2310,1389,"IC","NG"
1996,148,1,"IC","FO2"
1996,148,1,"IC","NG"
1996,1214,2450,"IC","FO2"
1996,3333,60,"IC","NG"
1996,2931,232,"IC","FO2"
1996,2519,2076,"IC","NG"
1996,3387,671,"IC","FO2"
1996,2818,2220,"IC","NG"
1996,148,1,"IC","FO2"
1996,148,1,"IC","NG"
1996,1861,2128,"IC","FO2"
1996,630,774,"IC","NG"
1996,756,1534,"IC","FO2"
1996,1912,1330,"IC","NG"
1996,148,1,"ST","FO2"
1996,740,978,"ST","NG"
1996,148,1,"IC","FO2"
1996,148,1,"GT","FO2"
1996,3492,170,"GT","NG"
1996,1997,1731,"GT","NG"
1996,148,1,"ST","FO2"
1996,492,525,"ST","NG"
1996,148,1,"IC","FO2"
1996,148,1,"IC","NG"
1996,148,1,"GT","FO2"
1996,148,1,"GT","NG"
1996,148,1,"IC","FO2"
1996,148,1,"IC","FO2"
1996,148,1,"IC","NG"
1996,1431,1697,"GT","NG"
1996,1403,360,"ST","BIT"
1996,2092,1536,"ST","NG"
1996,1215,2311,"GT","FO2"
1996,3626,478,"ST","FO6"
1996,542,1983,"ST","BIT"
1996,2626,1973,"ST","NG"
1996,2369,368,"GT","FO2"
1996,84,1512,"GT","FO2"
1996,3645,630,"ST","FO2"
1996,1832,278,"ST","BIT"
1996,452,1234,"GT","FO2"
1996,1493,107,"GT","FO2"
1996,2036,2661,"GT","FO2"
1996,418,1241,"CT","FO2"
1996,1270,616,"CT","NG"
1996,789,1141,"ST","FO6"
1996,2032,1980,"ST","NG"
1996,1974,2331,"GT","FO2"
1996,1450,1299,"GT","NG"
1996,793,1179,"IC","FO2"
1996,2598,1,"ST","UR"
1996,3064,183,"ST","FO2"
1996,1208,2418,"ST","BIT"
1996,468,911,"GT","FO2"
1996,3223,1,"ST","UR"
1996,148,2,"ST","FO2"
1996,1545,1821,"ST","FO6"
1996,1531,1543,"ST","NG"
1996,504,913,"GT","NG"
1996,1070,2030,"GT","FO2"
1996,2130,2456,"GT","FO2"
1996,2815,2114,"GT","NG"
1996,832,1050,"ST","NG"
1996,2317,520,"GT","FO2"
1996,421,882,"GT","NG"
1996,1213,1901,"ST","FO2"
1996,1688,1894,"ST","FO6"
1996,1763,78,"ST","BIT"
1996,3022,2662,"ST","NG"
1996,2805,560,"GT","FO2"
1996,3029,267,"GT","NG"
1996,1682,1798,"ST","FO2"
1996,3544,1456,"ST","BIT"
1996,1245,1743,"ST","FO6"
1996,3673,1157,"GT","FO2"
1996,870,2038,"IC","FO2"
1996,2774,1,"HY","WAT"
1996,1236,1555,"ST","FO2"
1996,1575,166,"ST","BIT"
1996,2707,311,"ST","FO2"
1996,2858,151,"ST","FO6"
1996,2108,328,"ST","BIT"
1996,1824,1510,"ST","NG"
1996,2749,203,"GT","FO2"
1996,3664,262,"GT","NG"
1996,3440,499,"ST","FO2"
1996,1987,212,"ST","BIT"
1996,2124,2395,"GT","FO2"
1996,3344,2648,"GT","NG"
1996,1466,1567,"ST","FO2"
1996,2409,2216,"ST","FO6"
1996,3197,1105,"ST","BIT"
1996,2846,836,"GT","FO2"
1996,1491,1,"HY","WAT"
1996,1507,1844,"IC","FO2"
1996,148,1,"IC","FO6"
1996,3367,437,"IC","FO2"
1996,2058,1449,"IC","NG"
1996,2826,42,"IC","FO2"
1996,3184,206,"IC","FO6"
1996,2104,1622,"IC","NG"
1996,1751,2390,"IC","FO2"
1996,2851,702,"ST","FO2"
1996,3686,1020,"ST","FO6"
1996,3297,1308,"GT","FO2"
1996,2619,1,"HY","WAT"
1996,2971,1,"HY","WAT"
1996,1732,1,"HY","WAT"
1996,3556,1,"HY","WAT"
1996,531,1,"HY","WAT"
1996,2542,1,"HY","WAT"
1996,758,1811,"HY","WAT"
1996,2352,2240,"ST","FO2"
1996,2447,638,"ST","BIT"
1996,570,942,"ST","FO2"
1996,821,2123,"ST","BIT"
1996,2344,2439,"IC","FO2"
1996,1850,2563,"GT","FO2"
1996,305,1078,"ST","FO2"
1996,935,2316,"ST","BIT"
1996,3403,1,"HY","WAT"
1996,3217,1,"HY","WAT"
1996,1728,1,"HY","WAT"
1996,1170,1,"HY","WAT"
1996,3198,1,"ST","UR"
1996,3154,1,"ST","UR"
1996,2966,1,"ST","UR"
1996,2956,1,"ST","UR"
1996,1678,1,"HY","WAT"
1996,242,1285,"GT","FO2"
1996,3618,1126,"GT","FO2"
1996,1470,1849,"ST","FO2"
1996,214,1782,"ST","BIT"
1996,1294,1513,"ST","FO2"
1996,3339,1305,"ST","BIT"
1996,148,1,"CW","NG"
1996,2214,2187,"CT","FO2"
1996,3603,2461,"CT","NG"
1996,3404,358,"ST","FO2"
1996,2056,330,"ST","BIT"
1996,1852,1936,"GT","FO2"
1996,296,498,"GT","NG"
1996,1797,1904,"ST","FO2"
1996,2706,2501,"ST","FO6"
1996,927,2205,"ST","BIT"
1996,1501,1677,"GT","FO2"
1996,1478,1636,"ST","FO2"
1996,2489,2353,"ST","FO6"
1996,1160,2389,"ST","BIT"
1996,723,313,"ST","NG"
1996,148,1,"ST","FO6"
1996,148,1,"GT","FO2"
1996,136,1550,"HY","WAT"
1996,2979,1,"HY","WAT"
1996,1334,1758,"GT","FO2"
1996,1667,1369,"GT","NG"
1996,1078,1589,"GT","FO2"
1996,2470,2018,"GT","NG"
1996,1434,1606,"ST","FO2"
1996,2469,657,"ST","BIT"
1996,1366,1,"HY","WAT"
1996,1982,2608,"IC","FO2"
1996,2350,2270,"IC","NG"
1996,1108,2553,"GT","FO2"
1996,148,1,"HY","WAT"
1996,2781,1,"HY","WAT"
1996,3127,1,"HY","WAT"
1996,3158,1,"HY","WAT"
1996,2182,1,"HY","WAT"
1996,2484,100,"IC","FO2"
1996,3189,1,"HY","WAT"
1996,2887,2649,"ST","FO2"
1996,812,2084,"ST","BIT"
1996,1189,1402,"ST","FO2"
1996,1148,2391,"ST","BIT"
1996,3521,1,"HY","WAT"
1996,3464,1,"HY","WAT"
1996,235,1,"HY","WAT"
1996,2348,2250,"ST","FO2"
1996,3250,1168,"ST","BIT"
1996,840,1129,"ST","FO2"
1996,2905,984,"ST","BIT"
1996,2120,2274,"ST","FO2"
1996,3600,1642,"ST","BIT"
1996,893,1133,"ST","FO2"
1996,2763,835,"ST","BIT"
1996,2063,2057,"ST","FO2"
1996,633,1972,"ST","BIT"
1996,685,365,"ST","NG"
1996,355,1045,"ST","FO2"
1996,281,2153,"ST","BIT"
1996,148,1,"ST","NG"
1996,149,807,"ST","FO2"
1996,3280,1356,"ST","BIT"
1996,1765,1296,"ST","NG"
1996,2042,2119,"ST","FO2"
1996,3437,1442,"ST","BIT"
1996,2144,1554,"ST","NG"
1996,2006,1985,"ST","FO2"
1996,2495,685,"ST","BIT"
1996,1716,1783,"ST","FO2"
1996,3444,1368,"ST","BIT"
1996,3682,1,"HY","WAT"
1996,2808,1,"HY","WAT"
1996,475,1,"HY","WAT"
1996,1885,1914,"ST","FO2"
1996,306,1730,"ST","BIT"
1996,1694,1828,"GT","FO2"
1996,2321,897,"ST","FO2"
1996,1505,1459,"ST","BIT"
1996,1141,1,"HY","WAT"
1996,2856,1,"ST","UR"
1996,3180,1,"ST","UR"
1996,2722,1,"ST","UR"
1996,811,1,"HY","WAT"
1996,2344,305,"GT","FO2"
1996,1964,1,"HY","WAT"
1996,1539,1,"HY","WAT"
1996,2478,1,"HY","WAT"
1996,1810,1855,"ST","FO2"
1996,1673,52,"ST","BIT"
1996,1669,1769,"ST","FO2"
1996,1055,2346,"ST","BIT"
1996,390,1,"CW","FO2"
1996,3019,900,"CT","FO2"
1996,209,729,"ST","FO2"
1996,557,1975,"ST","BIT"
1996,1746,164,"GT","FO2"
1996,3471,91,"GT","FO2"
1996,1706,1803,"ST","FO2"
1996,540,1953,"ST","BIT"
1996,2526,2347,"GT","FO2"
1996,1343,1696,"ST","FO2"
1996,2578,929,"ST","BIT"
1996,1558,2580,"GT","FO2"
1996,3688,559,"GT","NG"
1996,783,1122,"ST","FO2"
1996,1448,2706,"ST","BIT"
1996,3479,2167,"GT","FO2"
1996,148,1,"GT","NG"
1996,3614,558,"ST","FO2"
1996,1986,367,"ST","BIT"
1996,2415,1,"HY","WAT"
1996,3470,1,"ST","UR"
1996,3225,1,"ST","UR"
1996,2895,1,"HY","WAT"
1996,1031,1,"HY","WAT"
1996,2298,1,"HY","WAT"
1996,185,1,"HY","WAT"
1996,455,1,"HY","WAT"
1996,353,1,"HY","WAT"
1996,3141,1,"HY","WAT"
1996,1375,1,"HY","WAT"
1996,1185,1,"HY","WAT"
1996,567,1,"HY","WAT"
1996,716,1,"HY","WAT"
1996,1062,1346,"ST","FO2"
1996,2689,824,"ST","BIT"
1996,736,2146,"ST","BIT"
1996,2569,778,"GT","FO2"
1996,3089,2292,"GT","NG"
1996,3477,454,"ST","FO2"
1996,2109,377,"ST","BIT"
1996,3527,1596,"ST","BIT"
1996,1003,434,"GT","FO2"
1996,2816,2613,"GT","NG"
1996,955,1115,"ST","FO2"
1996,649,1888,"ST","BIT"
1996,994,2332,"ST","BIT"
1996,2320,874,"GT","FO2"
1996,1477,2304,"GT","NG"
1996,576,854,"ST","FO2"
1996,579,1869,"ST","BIT"
1996,3433,706,"GT","FO2"
1996,293,366,"GT","NG"
1996,2151,1,"HY","WAT"
1996,2823,1,"HY","WAT"
1996,1680,1,"HY","WAT"
1996,323,1,"HY","WAT"
1996,2754,1,"HY","WAT"
1996,2323,1,"HY","WAT"
1996,1502,1,"HY","WAT"
1996,2672,1,"HY","WAT"
1996,2548,1,"HY","WAT"
1996,3690,1,"HY","WAT"
1996,512,1,"HY","WAT"
1996,2716,1,"HY","WAT"
1996,2541,1,"HY","WAT"
1996,1695,103,"GT","FO2"
1996,2247,2502,"GT","FO2"
1996,2783,2517,"GT","NG"
1996,1036,1788,"CT","FO2"
1996,2596,2372,"CT","NG"
1996,3111,1,"HY","WAT"
1996,2195,1,"HY","WAT"
1996,295,1,"HY","WAT"
1996,2059,1880,"HY","WAT"
1996,148,1,"HY","WAT"
1996,2800,1,"ST","UR"
1996,1185,1392,"ST","FO2"
1996,3652,1585,"ST","BIT"
1996,1222,2495,"GT","FO2"
1996,1281,1086,"GT","NG"
1996,1547,2605,"GT","FO2"
1996,976,1547,"GT","NG"
1996,2817,1,"ST","UR"
1996,3007,1,"ST","UR"
1996,3629,1,"ST","UR"
1996,2446,1,"ST","UR"
1996,2792,1,"ST","UR"
1996,2693,1,"HY","WAT"
1996,2844,1,"HY","WAT"
1996,1806,69,"GT","FO2"
1996,1093,1620,"GT","NG"
1996,760,1,"HY","WAT"
1996,683,1,"HY","WAT"
1996,968,1,"HY","WAT"
1996,2118,1,"HY","WAT"
1996,2868,1,"HY","WAT"
1996,2877,1,"HY","WAT"
1996,3234,1,"HY","WAT"
1996,3266,1,"HY","WAT"
1996,1101,1,"HY","WAT"
1996,3224,1,"HY","WAT"
1996,1462,1,"HY","WAT"
1996,865,1,"HY","WAT"
1996,327,1817,"ST","BIT"
1996,1932,902,"GT","FO2"
1996,3333,1539,"GT","NG"
1996,147,2411,"HY","WAT"
1996,97,872,"HY","WAT"
1996,3587,1,"HY","WAT"
1996,3200,1,"ST","UR"
1996,2580,1,"HY","WAT"
1996,1873,1,"HY","WAT"
1996,3375,1,"HY","WAT"
1996,40,1941,"HY","WAT"
1996,3467,954,"GT","FO2"
1996,148,1,"CW","FO2"
1996,148,1,"CW","NG"
1996,1456,1,"HY","WAT"
1996,3078,1562,"GT","FO2"
1996,732,1301,"GT","NG"
1996,2365,2516,"GT","FO2"
1996,3059,167,"GT","NG"
1996,1654,1852,"ST","FO2"
1996,432,1882,"ST","BIT"
1996,3593,2568,"ST","NG"
1996,148,1,"GT","FO2"
1996,148,1,"GT","NG"
1996,2404,76,"GT","NG"
1996,1233,1662,"GT","FO2"
1996,1498,1297,"GT","NG"
1996,966,47,"GT","FO2"
1996,220,668,"ST","FO2"
1996,776,2024,"ST","BIT"
1996,148,1,"ST","NG"
1996,3366,433,"ST","FO2"
1996,168,1670,"ST","BIT"
1996,1701,1161,"ST","NG"
1996,280,804,"GT","FO2"
1996,3468,2551,"GT","NG"
1996,894,1169,"ST","FO2"
1996,2351,580,"ST","BIT"
1996,2920,19,"ST","FO2"
1996,148,1,"ST","FO6"
1996,2301,509,"ST","BIT"
1996,148,1,"ST","NG"
1996,2435,2574,"GT","FO2"
1996,3222,335,"GT","NG"
1996,285,841,"ST","FO2"
1996,1149,2321,"ST","BIT"
1996,1857,1209,"ST","NG"
1996,3263,1,"HY","WAT"
1996,3148,2684,"IC","FO2"
1996,148,1,"HY","WAT"
1996,3423,1,"HY","WAT"
1996,1199,1,"HY","WAT"
1996,1469,1765,"ST","FO2"
1996,1363,1586,"ST","FO6"
1996,514,1940,"ST","BIT"
1996,814,1,"HY","WAT"
1996,2552,2484,"ST","FO2"
1996,2106,510,"ST","BIT"
1996,3712,1981,"GT","FO2"
1996,148,1,"GT","NG"
1996,1256,2586,"GT","FO2"
1996,3636,589,"ST","FO2"
1996,2864,962,"ST","BIT"
1996,854,1130,"ST","FO2"
1996,3186,1150,"ST","BIT"
1996,1781,1,"HY","WAT"
1996,3417,1,"ST","UR"
1996,2859,1,"ST","UR"
1996,3169,1,"ST","UR"
1996,3590,1,"ST","UR"
1996,2505,1,"HY","WAT"
1996,2683,1,"HY","WAT"
1996,1530,1,"HY","WAT"
1996,2816,1,"HY","WAT"
1996,2126,1,"HY","WAT"
1996,511,1,"HY","WAT"
1996,3245,1,"HY","WAT"
1996,3254,1,"HY","WAT"
1996,2958,1,"HY","WAT"
1996,851,1,"HY","WAT"
1996,734,1,"HY","WAT"
1996,1458,1,"HY","WAT"
1996,698,1,"HY","WAT"
1996,537,1,"HY","WAT"
1996,1099,1,"HY","WAT"
1996,2802,1,"HY","WAT"
1996,527,1,"HY","WAT"
1996,2257,1528,"HY","WAT"
1996,2996,1,"HY","WAT"
1996,3318,605,"ST","FO2"
1996,1805,271,"ST","BIT"
1996,3051,2089,"ST","NG"
1996,2632,753,"GT","FO2"
1996,1224,986,"GT","NG"
1996,3255,1042,"ST","FO2"
1996,1853,1986,"ST","NG"
1996,2506,210,"GT","FO2"
1996,1851,1967,"GT","NG"
1996,3584,491,"ST","FO2"
1996,1299,2463,"ST","BIT"
1996,687,960,"GT","FO2"
1996,318,852,"ST","FO2"
1996,1607,123,"ST","BIT"
1996,3226,270,"ST","FO2"
1996,3204,1227,"ST","BIT"
1996,963,1422,"ST","FO2"
1996,2220,710,"ST","BIT"
1996,1471,1820,"GT","FO2"
1996,1658,1678,"ST","FO2"
1996,1715,153,"ST","BIT"
1996,2313,1527,"ST","NG"
1996,388,690,"GT","FO2"
1996,3621,2612,"GT","NG"
1996,1961,2505,"ST","FO6"
1996,148,1,"IC","FO2"
1996,2062,2564,"GT","FO2"
1996,588,1047,"ST","FO2"
1996,2026,427,"ST","BIT"
1996,148,1,"ST","NG"
1996,148,1,"IC","FO2"
1996,1085,2000,"GT","FO2"
1996,2699,2526,"ST","FO2"
1996,3569,1431,"ST","BIT"
1996,408,787,"GT","FO2"
1996,3448,773,"ST","FO2"
1996,852,50,"ST","BIT"
1996,2366,2314,"GT","FO2"
1996,3209,302,"GT","NG"
1996,2445,1,"HY","WAT"
1996,66,251,"HY","WAT"
1996,2177,2181,"ST","NG"
1996,3000,259,"ST","FO2"
1996,2752,2047,"ST","FO6"
1996,2316,800,"ST","BIT"
1996,218,233,"ST","NG"
1996,1647,2258,"GT","FO2"
1996,1203,1623,"GT","NG"
1996,3564,1326,"GT","FO2"
1996,2099,2495,"GT","NG"
1996,2065,2334,"ST","FO2"
1996,2960,1213,"ST","BIT"
1996,2303,2634,"GT","FO2"
1996,743,811,"GT","NG"
1996,3321,1,"HY","WAT"
1996,2797,1,"HY","WAT"
1996,3306,1,"HY","WAT"
1996,2729,1,"HY","WAT"
1996,2376,1,"HY","WAT"
1996,1067,1,"HY","WAT"
1996,1437,1,"HY","WAT"
1996,2085,284,"HY","WAT"
1996,2695,1,"HY","WAT"
1996,1371,1,"HY","WAT"
1996,2622,1,"HY","WAT"
1996,731,523,"ST","BIT"
1996,1200,1966,"ST","NG"
1996,1625,2622,"GT","NG"
1996,2731,1,"ST","UR"
1996,3151,1,"ST","UR"
1996,2871,1,"ST","UR"
1996,2712,1,"ST","UR"
1996,1120,1228,"ST","FO6"
1996,724,515,"ST","NG"
1996,1255,1132,"ST","NG"
1996,872,1064,"ST","FO6"
1996,519,1553,"GT","FO2"
1996,2951,633,"GT","FO2"
1996,2095,2147,"GT","NG"
1996,148,1,"CW","FO2"
1996,1754,1524,"CT","FO2"
1996,2466,1447,"CT","NG"
1996,960,1174,"ST","FO6"
1996,689,530,"ST","NG"
1996,1770,2399,"GT","FO2"
1996,2358,1911,"GT","NG"
1996,1146,1293,"ST","FO6"
1996,1940,1461,"ST","NG"
1996,971,1193,"ST","FO6"
1996,3283,2534,"ST","NG"
1996,239,596,"ST","FO6"
1996,1319,909,"ST","NG"
1996,1171,1921,"IC","FO2"
1996,3295,776,"CW","FO2"
1996,1536,987,"CW","NG"
1996,148,1,"CT","FO2"
1996,148,1,"CT","NG"
1996,1906,1930,"ST","FO6"
1996,1335,1425,"ST","FO6"
1996,1411,976,"ST","NG"
1996,148,1,"CW","FO2"
1996,148,1,"CT","FO2"
1996,3181,1931,"CT","NG"
1996,1499,1,"ST","UR"
1996,2168,28,"GT","FO2"
1996,3509,378,"GT","NG"
1996,2932,86,"ST","FO2"
1996,1010,1180,"ST","FO6"
1996,1517,1027,"ST","NG"
1996,2761,2636,"GT","FO2"
1996,3498,792,"GT","FO2"
1996,2246,2170,"ST","FO2"
1996,794,2062,"ST","BIT"
1996,1441,2042,"GT","FO2"
1996,1480,2177,"GT","FO2"
1996,1962,1889,"GT","NG"
1996,2775,353,"GT","FO2"
1996,2104,2704,"GT","FO2"
1996,2709,89,"ST","FO2"
1996,274,834,"ST","FO6"
1996,1446,1146,"ST","NG"
1996,1863,2145,"GT","FO2"
1996,148,1,"ST","FO6"
1996,148,1,"ST","FO2"
1996,148,1,"ST","FO6"
1996,1210,1414,"ST","FO2"
1996,2029,1935,"ST","FO6"
1996,404,1065,"GT","FO2"
1996,1376,1223,"GT","NG"
1996,1048,1681,"GT","FO2"
1996,148,1,"GT","FO6"
1996,3721,746,"GT","FO2"
1996,1920,1339,"GT","NG"
1996,2079,2212,"ST","FO2"
1996,2038,495,"ST","BIT"
1996,3732,133,"ST","NG"
1996,1293,1763,"ST","FO2"
1996,931,2570,"ST","BIT"
1996,1417,1643,"ST","FO2"
1996,1563,134,"ST","BIT"
1996,2625,2575,"GT","FO2"
1996,1357,1478,"ST","FO2"
1996,377,1934,"ST","BIT"
1996,1687,1742,"GT","FO2"
1996,1365,1755,"ST","FO2"
1996,148,1,"ST","FO6"
1996,2925,1175,"ST","BIT"
1996,226,919,"GT","FO2"
1996,1856,2557,"ST","FO2"
1996,543,1407,"ST","FO6"
1996,148,1,"ST","BIT"
1996,148,1,"ST","FO6"
1996,148,1,"ST","NG"
1996,1401,1626,"IC","FO2"
1996,2675,2480,"IC","FO6"
1996,148,1,"CW","NG"
1996,684,1231,"ST","FO6"
1996,341,527,"ST","NG"
1996,1717,1857,"IC","FO2"
1996,479,1345,"CT","FO2"
1996,1628,1559,"CT","NG"
1996,924,1386,"ST","FO2"
1996,287,791,"ST","FO6"
1996,621,2017,"ST","BIT"
1996,1500,1183,"ST","NG"
1996,1769,2198,"GT","FO2"
1996,2227,1912,"GT","NG"
1996,2450,2560,"ST","FO6"
1996,3313,24,"ST","NG"
1996,402,1668,"GT","FO2"
1996,3351,607,"GT","NG"
1996,2199,261,"IC","FO2"
1996,2047,1473,"IC","NG"
1996,2747,20,"ST","FO6"
1996,3004,2373,"ST","NG"
1996,2136,2388,"ST","FO6"
1996,1721,1434,"ST","NG"
1996,1939,27,"GT","FO2"
1996,225,675,"ST","FO6"
1996,2364,1740,"ST","NG"
1996,2588,351,"GT","FO2"
